Address 1,Address 2,Address 1 & 2,latitude,longitude,Level,Canonical Address 1,Canonical Address 2,Canonical Address 1 & 2
Motihari,Ijara,"Ijara, Motihari",26.65,84.92,City,Bihar,Motihari,"Motihari, Bihar"
"Motihari, Bihar, India",Ijara,"Ijara, Motihari, Bihar, India",26.65,84.92,City,Bihar,Motihari,"Motihari, Bihar"
Lalitpur,Ikudol,"Ikudol, Lalitpur",27.48185138,85.31785785,VDC,Lalitpur,Ikudol,"Ikudol, Lalitpur"
Ilam,Ilam,"Ilam, Ilam",26.89838656,87.92561625,VDC,Ilam,IlamN.P.,"IlamN.P., Ilam"
Ilam,Ilam Municipality,"Ilam Municipality, Ilam",26.89838656,87.92561625,VDC,Ilam,IlamN.P.,"IlamN.P., Ilam"
Lamjung,Ilam Pokhari,"Ilam Pokhari, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Ilam,IlamMunicipality,"IlamMunicipality, Ilam",26.89838656,87.92561625,VDC,Ilam,IlamN.P.,"IlamN.P., Ilam"
Ilam,Ilamn.P.,"Ilamn.P., Ilam",26.89838656,87.92561625,VDC,Ilam,IlamN.P.,"IlamN.P., Ilam"
Lamjung,Ilampokhari,"Ilampokhari, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Lamjung,Ilampokhari Swargabas,"Ilampokhari Swargabas, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Lalitpur,Imadol,"Imadol, Lalitpur",27.65776074,85.34637866,VDC,Lalitpur,Imadol,"Imadol, Lalitpur"
Lalitpur,Imadole,"Imadole, Lalitpur",27.65776074,85.34637866,VDC,Lalitpur,Imadol,"Imadol, Lalitpur"
Tamghas,In the middle,"In the middle, Tamghas",0.0,0.0,'Unknown',Unknown,Unknown,"Unknown, Unknown"
Udayapur,Iname,"Iname, Udayapur",27.05180239,86.5750723,VDC,Udayapur,Iname,"Iname, Udayapur"
Lamjung,Inarpokhari,"Inarpokhari, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Lamjung,Inarpokhari (Shankha,"Inarpokhari (Shankha, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Lamjung,Inarpokhari(Sargabas,"Inarpokhari(Sargabas, Lamjung",28.19232387,84.58482969,VDC,Lamjung,Ilampokhari,"Ilampokhari, Lamjung"
Rautahat,Inaruwa,"Inaruwa, Rautahat",26.90708572,85.24596554,VDC,Rautahat,Inaruwa,"Inaruwa, Rautahat"
Sunsari,Inaruwa,"Inaruwa, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inaruwa Bazar,"Inaruwa Bazar, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inaruwa Municipality,"Inaruwa Municipality, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,InaruwaBazar,"InaruwaBazar, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inaruwan.P.,"Inaruwan.P., Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Dhanusa,Inarwa,"Inarwa, Dhanusa",26.61914366,86.14800588,VDC,Dhanusa,Inarwa,"Inarwa, Dhanusa"
Saptari,Inarwa,"Inarwa, Saptari",26.49971667,86.8448704,VDC,Saptari,Inarwa,"Inarwa, Saptari"
Siraha,Inarwa,"Inarwa, Siraha",26.57440514,86.46627071,VDC,Siraha,Inarwa,"Inarwa, Siraha"
Saptari,Inarwa Fulbariya,"Inarwa Fulbariya, Saptari",26.59646372,86.62422253,VDC,Saptari,InarwaFulpariya,"InarwaFulpariya, Saptari"
Saptari,Inarwafulpariya,"Inarwafulpariya, Saptari",26.59646372,86.62422253,VDC,Saptari,InarwaFulpariya,"InarwaFulpariya, Saptari"
Bara,Inarwamal,"Inarwamal, Bara",26.94902808,85.14636021,VDC,Bara,Inarwamal,"Inarwamal, Bara"
Bara,Inarwasira,"Inarwasira, Bara",27.0875932,84.99959302,VDC,Bara,Inarwasira,"Inarwasira, Bara"
Morang,Indrachowk  ,"Indrachowk, Morang",26.61017695,87.48097855,District,Morang,,Morang
Khotang,Indranipokhari,"Indranipokhari, Khotang",27.05863744,86.82877696,VDC,Khotang,Indranipokhari,"Indranipokhari, Khotang"
Banke,Indrapur,"Indrapur, Banke",28.08327374,81.5918851,VDC,Banke,Indrapur,"Indrapur, Banke"
Morang,Indrapur,"Indrapur, Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur   Biratnagar Chowk,"Indrapur Biratnagar Chowk, Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur (Belipur),"Indrapur (Belipur), Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur (Birat chowk),"Indrapur (Birat chowk), Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur (Biratchowk),"Indrapur (Biratchowk), Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur Koshi Haraicha Municipality,"Indrapur Koshi Haraicha Municipality, Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,Indrapur(Biratchowk),"Indrapur(Biratchowk), Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Morang,IndrapurKoshiHaraichaMunicipality,"IndrapurKoshiHaraichaMunicipality, Morang",26.67015799,87.38558508,VDC,Morang,Indrapur,"Indrapur, Morang"
Kathmandu,Indrayani,"Indrayani, Kathmandu",27.7341269,85.44169655,VDC,Kathmandu,Indrayani,"Indrayani, Kathmandu"
Khotang,Indrayani Pokhari ,"Indrayani Pokhari, Khotang",27.05863744,86.82877696,VDC,Khotang,Indranipokhari,"Indranipokhari, Khotang"
Khotang,Indreni Pokhari,"Indreni Pokhari, Khotang",27.05863744,86.82877696,VDC,Khotang,Indranipokhari,"Indranipokhari, Khotang"
Ilam,Ingla Jamuna,"Ingla Jamuna, Ilam",27.03372057,88.00943883,VDC,Ilam,Jamuna,"Jamuna, Ilam"
Sunsari,Inuruwa ,"Inuruwa, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inurwa,"Inurwa, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inurwa   Bikram Tol,"Inurwa Bikram Tol, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Sunsari,Inurwa (Mahendra Cho,"Inurwa (Mahendra Cho, Sunsari",26.60671629,87.15878566,VDC,Sunsari,InaruwaN.P.,"InaruwaN.P., Sunsari"
Makwanpur,Ipa Panchakanya,"Ipa Panchakanya, Makwanpur",27.49533507,85.22390697,VDC,Makwanpur,IpaPanchakanya,"IpaPanchakanya, Makwanpur"
Makwanpur,Ipapanchakanya,"Ipapanchakanya, Makwanpur",27.49533507,85.22390697,VDC,Makwanpur,IpaPanchakanya,"IpaPanchakanya, Makwanpur"
Ilam,Irautar,"Irautar, Ilam",26.78890147,88.09978578,VDC,Ilam,Erautar,"Erautar, Ilam"
Sindhulpalchok,Irkhu,"Irkhu, Sindhulpalchok",27.7430746,85.75095154,VDC,Sindhupalchok,Irkhu,"Irkhu, Sindhupalchok"
Sindhupalchok,Irkhu,"Irkhu, Sindhupalchok",27.7430746,85.75095154,VDC,Sindhupalchok,Irkhu,"Irkhu, Sindhupalchok"
Sindhupalchowk,Irrakhu,"Irrakhu, Sindhupalchowk",27.90146641,85.74771405,District,Sindhupalchok,,Sindhupalchok
Rolpa,Irwang,"Irwang, Rolpa",28.4820679,82.50523433,VDC,Rolpa,Eriwang,"Eriwang, Rolpa"
Lamjung,Isaneshwar,"Isaneshwar, Lamjung",28.1685876,84.23742269,VDC,Lamjung,Isaneshwar,"Isaneshwar, Lamjung"
Lamjung,Ishaneshwor,"Ishaneshwor, Lamjung",28.1685876,84.23742269,VDC,Lamjung,Isaneshwar,"Isaneshwar, Lamjung"
Sarlahi,Ishwarpur,"Ishwarpur, Sarlahi",27.00408131,85.63885671,VDC,Sarlahi,Ishworpur,"Ishworpur, Sarlahi"
Sarlahi,Ishworpur,"Ishworpur, Sarlahi",27.00408131,85.63885671,VDC,Sarlahi,Ishworpur,"Ishworpur, Sarlahi"
Gulmi,Isma,"Isma, Gulmi",28.15970204,83.19333756,VDC,Gulmi,IsmaRajasthal,"IsmaRajasthal, Gulmi"
Gulmi,Isma Rajasthal,"Isma Rajasthal, Gulmi",28.15970204,83.19333756,VDC,Gulmi,IsmaRajasthal,"IsmaRajasthal, Gulmi"
Gulmi,Ismarajasthal,"Ismarajasthal, Gulmi",28.15970204,83.19333756,VDC,Gulmi,IsmaRajasthal,"IsmaRajasthal, Gulmi"
Gulmi,Ismarajsthal ,"Ismarajsthal, Gulmi",28.15970204,83.19333756,VDC,Gulmi,IsmaRajasthal,"IsmaRajasthal, Gulmi"
Morang,Itahara,"Itahara, Morang",26.54712707,87.61934383,VDC,Morang,Itahara,"Itahara, Morang"
Sunsari,Itahara,"Itahara, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Morang,Itahari,"Itahari, Morang",26.54712707,87.61934383,VDC,Morang,Itahara,"Itahara, Morang"
Sunsari,Itahari,"Itahari, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsaru,Itahari,"Itahari, Sunsaru",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Saptari,Itahari Bishnupur,"Itahari Bishnupur, Saptari",26.5054954,86.74315241,VDC,Saptari,ItahariBishnupur,"ItahariBishnupur, Saptari"
Sunsari,Itahari Ekamba,"Itahari Ekamba, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsari,Itahari Municipality,"Itahari Municipality, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsari,Itahari Municipality Bansbari,"Itahari Municipality Bansbari, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsari,"Itahari,Janta Busty","Itahari,Janta Busty, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Saptari,Itaharibishnupur,"Itaharibishnupur, Saptari",26.5054954,86.74315241,VDC,Saptari,ItahariBishnupur,"ItahariBishnupur, Saptari"
Sunsari,ItahariMunicipality,"ItahariMunicipality, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsari,ItahariMunicipalityBansbari,"ItahariMunicipalityBansbari, Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Sunsari,Itaharin.P.,"Itaharin.P., Sunsari",26.68320673,87.28430205,VDC,Sunsari,ItahariN.P.,"ItahariN.P., Sunsari"
Dhanusa,Itaharwa,"Itaharwa, Dhanusa",26.67115218,86.0120505,VDC,Dhanusa,Itaharwa,"Itaharwa, Dhanusa"
Bhaktapur,Itapake,"Itapake, Bhaktapur",27.65755074,85.4384961,District,Bhaktapur,,Bhaktapur
Surkhet,Itaram,"Itaram, Surkhet",28.6148543,81.61487572,VDC,Surkhet,BirendranagarN.P.,"BirendranagarN.P., Surkhet"
Siraha,Itarhawa,"Itarhawa, Siraha",26.62479811,86.49671775,VDC,Siraha,Itarhawa,"Itarhawa, Siraha"
Siraha,Itari Parsahi,"Itari Parsahi, Siraha",26.73763859,86.18404524,VDC,Siraha,ItariParsahi,"ItariParsahi, Siraha"
Siraha,Itariparsahi,"Itariparsahi, Siraha",26.73763859,86.18404524,VDC,Siraha,ItariParsahi,"ItariParsahi, Siraha"
Siraha,Itatar,"Itatar, Siraha",26.63262735,86.27936313,VDC,Siraha,Itatar,"Itatar, Siraha"
Bara,Itiyahi,"Itiyahi, Bara",27.00439199,84.90818975,VDC,Bara,Itiyahi,"Itiyahi, Bara"
Illam,Ivang,"Ivang, Illam",26.86576473,87.73796303,VDC,Ilam,Ebhang,"Ebhang, Ilam"
Sarlahi,Jabdi,"Jabdi, Sarlahi",27.02595347,85.6197807,VDC,Sarlahi,Jabdi,"Jabdi, Sarlahi"
Delhi,Jabunapar,"Jabunapar, Delhi",28.6139,77.209,City,India,Delhi,"Delhi, India"
Sunsari,Jachiya,"Jachiya, Sunsari",26.63513884,87.17088054,District,Sunsari,,Sunsari
Bhaktapur,Jadibuti,"Jadibuti, Bhaktapur",27.65755074,85.4384961,District,Bhaktapur,,Bhaktapur
Dailekh,Jaganath,"Jaganath, Dailekh",28.77634792,81.87603681,VDC,Dailekh,Jaganath,"Jaganath, Dailekh"
Bajura,Jagannath,"Jagannath, Bajura",29.45158883,81.66589006,VDC,Bajura,Jagannath,"Jagannath, Bajura"
Parsa,Jagaranathpursira,"Jagaranathpursira, Parsa",27.14705815,84.73638142,VDC,Parsa,JagaranathpurSira,"JagaranathpurSira, Parsa"
Tanahu,Jagarkot,"Jagarkot, Tanahu",27.94580216,84.26098327,District,Tanahu,,Tanahu
Parsa,Jagarnathpur,"Jagarnathpur, Parsa",27.14705815,84.73638142,VDC,Parsa,JagaranathpurSira,"JagaranathpurSira, Parsa"
Syangja,Jagat,"Jagat, Syangja",27.96863129,83.81899329,VDC,Syangja,Jagatbhanjyang,"Jagatbhanjyang, Syangja"
Syangja,Jagat Bhanjyang,"Jagat Bhanjyang, Syangja",27.96863129,83.81899329,VDC,Syangja,Jagatbhanjyang,"Jagatbhanjyang, Syangja"
Syangja,Jagatbhanjyang,"Jagatbhanjyang, Syangja",27.96863129,83.81899329,VDC,Syangja,Jagatbhanjyang,"Jagatbhanjyang, Syangja"
Shyangja,Jagatdevi,"Jagatdevi, Shyangja",27.93750074,83.65221804,VDC,Syangja,Jagatradevi,"Jagatradevi, Syangja"
Bardia,Jagatia,"Jagatia, Bardia",28.17964796,81.51502184,VDC,Bardiya,Sorhawa,"Sorhawa, Bardiya"
Bardiya,Jagatia,"Jagatia, Bardiya",28.17964796,81.51502184,VDC,Bardiya,Sorhawa,"Sorhawa, Bardiya"
Jajarkot,Jagatipur,"Jagatipur, Jajarkot",28.64579844,82.16143126,VDC,Jajarkot,Jagatipur,"Jagatipur, Jajarkot"
Chitawan,Jagatpur,"Jagatpur, Chitawan",27.57076918,84.3017343,VDC,Chitawan,Jagatpur,"Jagatpur, Chitawan"
Chitwan,Jagatpur,"Jagatpur, Chitwan",27.57076918,84.3017343,VDC,Chitawan,Jagatpur,"Jagatpur, Chitawan"
Kailali,Jagatpur,"Jagatpur, Kailali",28.7436197,80.87352184,District,Kailali,,Kailali
Saptari,Jagatpur,"Jagatpur, Saptari",26.63436718,86.92689102,VDC,Saptari,Jagatpur,"Jagatpur, Saptari"
Chitawan,"Jagatpur,Ghaila Dhuw","Jagatpur,Ghaila Dhuw, Chitawan",27.57076918,84.3017343,VDC,Chitawan,Jagatpur,"Jagatpur, Chitawan"
Syangja,Jagatradevi,"Jagatradevi, Syangja",27.93750074,83.65221804,VDC,Syangja,Jagatradevi,"Jagatradevi, Syangja"
Chitwan,Jagatur,"Jagatur, Chitwan",27.57076918,84.3017343,VDC,Chitawan,Jagatpur,"Jagatpur, Chitawan"
Morang,Jagi Tole,"Jagi Tole, Morang",26.50518471,87.49196333,VDC,Morang,Drabesh,"Drabesh, Morang"
Morang,JagiTole,"JagiTole, Morang",26.50518471,87.49196333,VDC,Morang,Drabesh,"Drabesh, Morang"
Nawalparasi,Jahada,"Jahada, Nawalparasi",27.49763413,83.75903125,VDC,Nawalparasi,Jahada,"Jahada, Nawalparasi"
Kapilbastu,Jahadi,"Jahadi, Kapilbastu",27.58798108,83.11852482,VDC,Kapilbastu,Jahadi,"Jahadi, Kapilbastu"
Kapilvastu,Jahadi,"Jahadi, Kapilvastu",27.58798108,83.11852482,VDC,Kapilbastu,Jahadi,"Jahadi, Kapilbastu"
Jalpaiguri,Jai gaon,"Jai gaon, Jalpaiguri",26.51666667,88.73333333,City,West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal"
Baglung,Jaidi,"Jaidi, Baglung",28.13118123,83.60263285,VDC,Baglung,Chhisti,"Chhisti, Baglung"
Alipurduar,Jaigaon,"Jaigaon, Alipurduar",26.83,89.38,City,West Bengal,Jaigaon,"Jaigaon, West Bengal"
Jalpaiguri,Jaigaon,"Jaigaon, Jalpaiguri",26.51666667,88.73333333,City,West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal"
West Bengal,Jaigaon,"Jaigaon, West Bengal",26.83,89.38,City,West Bengal,Jaigaon,"Jaigaon, West Bengal"
Rolpa,Jailwang,"Jailwang, Rolpa",28.39812104,82.74352907,VDC,Rolpa,Jailwang,"Jailwang, Rolpa"
Rolpa,Jaimakasala,"Jaimakasala, Rolpa",28.35182911,82.78050048,VDC,Rolpa,Jaimakasala,"Jaimakasala, Rolpa"
Parsa,Jaimangalapur,"Jaimangalapur, Parsa",27.05223735,84.67051638,VDC,Parsa,Jaimangalapur,"Jaimangalapur, Parsa"
Jhapa,Jaipur,"Jaipur, Jhapa",26.57141901,87.91147486,District,Jhapa,,Jhapa
Jumla,Jaipur,"Jaipur, Jumla",29.27115216,82.22238803,District,Jumla,,Jumla
Rajasthan,Jaipur,"Jaipur, Rajasthan",26.9,75.8,City,Rajasthan,Jaipur,"Jaipur, Rajasthan"
Humla,Jair,"Jair, Humla",29.71952283,81.96793718,VDC,Humla,Jair,"Jair, Humla"
Gulmi,Jaisithok,"Jaisithok, Gulmi",28.10290897,83.17761695,VDC,Gulmi,JaisithokMandan,"JaisithokMandan, Gulmi"
Kavrepalanchok,Jaisithok Mandan,"Jaisithok Mandan, Kavrepalanchok",27.67888726,85.64041013,VDC,Kavrepalanchok,JaisithokMandan,"JaisithokMandan, Kavrepalanchok"
Gulmi,Jaisithokmandan,"Jaisithokmandan, Gulmi",28.10290897,83.17761695,VDC,Gulmi,JaisithokMandan,"JaisithokMandan, Gulmi"
Kavrepalanchok,Jaisithokmandan,"Jaisithokmandan, Kavrepalanchok",27.67888726,85.64041013,VDC,Kavrepalanchok,JaisithokMandan,"JaisithokMandan, Kavrepalanchok"
Banke,Jaispur,"Jaispur, Banke",28.03145162,81.59921724,VDC,Banke,Jaispur,"Jaispur, Banke"
Motihari,Jaitapur,"Jaitapur, Motihari",26.65,84.92,City,Bihar,Motihari,"Motihari, Bihar"
Dailekh,Jajarkhandak,"Jajarkhandak, Dailekh",28.92485494,81.55497582,VDC,Dailekh,Jambukandh,"Jambukandh, Dailekh"
Dailekh,Jajarkhandaka,"Jajarkhandaka, Dailekh",28.92485494,81.55497582,VDC,Dailekh,Jambukandh,"Jambukandh, Dailekh"
Jhapa,Jal,"Jal, Jhapa",26.49822539,88.00676695,VDC,Jhapa,Jalthal,"Jalthal, Jhapa"
Rolpa,Jal Pokhari,"Jal Pokhari, Rolpa",28.19679772,82.59887453,VDC,Rolpa,JauliPokhari,"JauliPokhari, Rolpa"
Punjab,Jalandhar,"Jalandhar, Punjab",31.326,75.576,City,Punjab,Jalandhar,"Jalandhar, Punjab"
"Punjab, India",Jalandhar,"Jalandhar, Punjab, India",31.326,75.576,City,Punjab,Jalandhar,"Jalandhar, Punjab"
Khotang,Jalapa,"Jalapa, Khotang",27.30339441,86.77515288,VDC,Khotang,Jalapa,"Jalapa, Khotang"
Palpa,Jalapa,"Jalapa, Palpa",27.79091996,83.75753996,VDC,Palpa,Jalpa,"Jalpa, Palpa"
Achham,Jalapadevi,"Jalapadevi, Achham",29.23038172,81.18811999,VDC,Achham,Jalapadevi,"Jalapadevi, Achham"
Sindhulpalchok,Jalbire,"Jalbire, Sindhulpalchok",27.82397675,85.78680449,VDC,Sindhupalchok,Jalbire,"Jalbire, Sindhupalchok"
Sindhupalchok,Jalbire,"Jalbire, Sindhupalchok",27.82397675,85.78680449,VDC,Sindhupalchok,Jalbire,"Jalbire, Sindhupalchok"
Sindhupalchowk,Jalbire,"Jalbire, Sindhupalchowk",27.82397675,85.78680449,VDC,Sindhupalchok,Jalbire,"Jalbire, Sindhupalchok"
Jhapa,Jalchal,"Jalchal, Jhapa",26.49822539,88.00676695,VDC,Jhapa,Jalthal,"Jalthal, Jhapa"
Surkhet,Jaldi Kalapani,"Jaldi Kalapani, Surkhet",28.63864146,81.58621913,District,Surkhet,,Surkhet
Surkhet,JaldiKalapani,"JaldiKalapani, Surkhet",28.63864146,81.58621913,District,Surkhet,,Surkhet
Mahottari,Jaleshwar  ,"Jaleshwar, Mahottari",26.64791301,85.79742989,VDC,Mahottari,JaleshworN.P.,"JaleshworN.P., Mahottari"
Mahottari,Jaleshwar   Khaira chowk,"Jaleshwar Khaira chowk, Mahottari",26.64791301,85.79742989,VDC,Mahottari,JaleshworN.P.,"JaleshworN.P., Mahottari"
Mahottari,Jaleshwor Municipality,"Jaleshwor Municipality, Mahottari",26.64791301,85.79742989,VDC,Mahottari,JaleshworN.P.,"JaleshworN.P., Mahottari"
Mahottari,Jaleshworn.P.,"Jaleshworn.P., Mahottari",26.64791301,85.79742989,VDC,Mahottari,JaleshworN.P.,"JaleshworN.P., Mahottari"
Khotang,Jaleswori,"Jaleswori, Khotang",27.38249459,86.71575007,VDC,Khotang,Ribdungjaleswor,"Ribdungjaleswor, Khotang"
Sindhuli,Jaletar,"Jaletar, Sindhuli",27.1849397,85.95425766,District,Sindhuli,,Sindhuli
Sindhuli,Jaletara,"Jaletara, Sindhuli",27.1849397,85.95425766,District,Sindhuli,,Sindhuli
Baglung,Jaljala,"Jaljala, Baglung",28.24234402,83.41448254,VDC,Baglung,Jaljala,"Jaljala, Baglung"
Sankhuwasabha,Jaljala,"Jaljala, Sankhuwasabha",27.3595661,87.37259848,VDC,Sankhuwasabha,Jaljala,"Jaljala, Sankhuwasabha"
Sunsari,Jaljala Sunsari Guest House,"Jaljala Sunsari Guest House, Sunsari",26.63513884,87.17088054,District,Sunsari,,Sunsari
Unknown,Jaljala VDC,"Jaljala VDC, Unknown",0.0,0.0,'Unknown',Unknown,Unknown,"Unknown, Unknown"
Terhathum,Jaljale,"Jaljale, Terhathum",27.14991644,87.57249266,VDC,Terhathum,Jaljale,"Jaljale, Terhathum"
Udayapur,Jaljale,"Jaljale, Udayapur",26.79374814,86.6658542,VDC,Udayapur,TriyugaN.P.,"TriyugaN.P., Udayapur"
Udaypur,Jaljale,"Jaljale, Udaypur",26.79374814,86.6658542,VDC,Udayapur,TriyugaN.P.,"TriyugaN.P., Udayapur"
Sindhuli,Jalkanya,"Jalkanya, Sindhuli",27.29649722,85.96271385,VDC,Sindhuli,Jalkanya,"Jalkanya, Sindhuli"
Palpa,Jalpa,"Jalpa, Palpa",27.79091996,83.75753996,VDC,Palpa,Jalpa,"Jalpa, Palpa"
Udayapur,Jalpachilaune,"Jalpachilaune, Udayapur",26.88800971,86.67380771,VDC,Udayapur,Jalpachilaune,"Jalpachilaune, Udayapur"
West Bengal,Jalpaigudi (Tulsipada),"Jalpaigudi (Tulsipada), West Bengal",26.51666667,88.73333333,City,West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal"
Siliguri,Jalpaiguri,"Jalpaiguri, Siliguri",26.51666667,88.73333333,City,West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal"
West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal",26.51666667,88.73333333,City,West Bengal,Jalpaiguri,"Jalpaiguri, West Bengal"
Sunsari,Jalpapur,"Jalpapur, Sunsari",26.54998537,87.13529794,VDC,Sunsari,Jalpapur,"Jalpapur, Sunsari"
Rolpa,JalPokhari,"JalPokhari, Rolpa",28.19679772,82.59887453,VDC,Rolpa,JauliPokhari,"JauliPokhari, Rolpa"
Jhapa,Jalthal,"Jalthal, Jhapa",26.49822539,88.00676695,VDC,Jhapa,Jalthal,"Jalthal, Jhapa"
Sunsari,Jalthal,"Jalthal, Sunsari",26.49822539,88.00676695,VDC,Jhapa,Jalthal,"Jalthal, Jhapa"
Arghakhanchi,Jaluke,"Jaluke, Arghakhanchi",27.86299868,82.8792359,VDC,Arghakhanchi,Juluke,"Juluke, Arghakhanchi"
Salyan,Jaluke,"Jaluke, Salyan",28.34375132,82.13862705,VDC,Salyan,Hiwalcha,"Hiwalcha, Salyan"
Siraha,Jamadaha,"Jamadaha, Siraha",26.85333736,86.36250221,VDC,Siraha,Jamadaha,"Jamadaha, Siraha"
Shrasti NagarBihar,Jamasanpur,"Jamasanpur, Shrasti NagarBihar",0.0,0.0,'Unknown',Unknown,Unknown,"Unknown, Unknown"
Dailekh,Jambukandh,"Jambukandh, Dailekh",28.92485494,81.55497582,VDC,Dailekh,Jambukandh,"Jambukandh, Dailekh"
Salyan,Jamire,"Jamire, Salyan",28.39239109,82.14120773,District,Salyan,,Salyan
Ilam,Jamuna,"Jamuna, Ilam",27.03372057,88.00943883,VDC,Ilam,Jamuna,"Jamuna, Ilam"
Morang,Jamuna Gachhi,"Jamuna Gachhi, Morang",26.61017695,87.48097855,District,Morang,,Morang
Tanahu,Jamune,"Jamune, Tanahu",27.98261208,84.20436589,VDC,Tanahu,JamuneBhanjyang,"JamuneBhanjyang, Tanahu"
Tanahu,Jamune Bhanjyang,"Jamune Bhanjyang, Tanahu",27.98261208,84.20436589,VDC,Tanahu,JamuneBhanjyang,"JamuneBhanjyang, Tanahu"
Tanahu,Jamunebhanjyang,"Jamunebhanjyang, Tanahu",27.98261208,84.20436589,VDC,Tanahu,JamuneBhanjyang,"JamuneBhanjyang, Tanahu"
Bardiya,Jamuni,"Jamuni, Bardiya",28.1117324,81.48904864,VDC,Bardiya,Jamuni,"Jamuni, Bardiya"
Saptari,"Jamuni Madhepura,Andipatti","Jamuni Madhepura,Andipatti, Saptari",26.55259511,86.72227444,VDC,Saptari,Jamunimadhepura,"Jamunimadhepura, Saptari"
Navalparasi,Jamunia,"Jamunia, Navalparasi",27.47837172,83.78053059,VDC,Nawalparasi,Jamuniya,"Jamuniya, Nawalparasi"
Nawalparasi,Jamunia ,"Jamunia, Nawalparasi",27.47837172,83.78053059,VDC,Nawalparasi,Jamuniya,"Jamuniya, Nawalparasi"
Saptari,Jamunimadhepura,"Jamunimadhepura, Saptari",26.55259511,86.72227444,VDC,Saptari,Jamunimadhepura,"Jamunimadhepura, Saptari"
Nawalparasi,Jamuniya,"Jamuniya, Nawalparasi",27.47837172,83.78053059,VDC,Nawalparasi,Jamuniya,"Jamuniya, Nawalparasi"
Sarlahi,Jamuniya,"Jamuniya, Sarlahi",26.93467447,85.52576768,VDC,Sarlahi,Jamuniya,"Jamuniya, Sarlahi"
Rukum,Jan,"Jan, Rukum",28.71856067,82.73980086,VDC,Rukum,Jang,"Jang, Rukum"
Sarlahi,Janaki Nagar,"Janaki Nagar, Sarlahi",27.01439602,85.52812888,VDC,Sarlahi,JanakiNagar,"JanakiNagar, Sarlahi"
Bardiya,Janaki tole,"Janaki tole, Bardiya",28.38670165,81.39504875,District,Bardiya,,Bardiya
