Address 1,Address 2,Address 1 & 2,latitude,longitude,Level,Canonical Address 1,Canonical Address 2,Canonical Address 1 & 2
Kailali,Chaumala,"Chaumala, Kailali",28.77889553,80.72936378,VDC,Kailali,Chaumala,"Chaumala, Kailali"
Dhanusa,Chaur Kailpur,"Chaur Kailpur, Dhanusa",26.75068732,86.1141413,VDC,Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa"
Dailekh,Chauraha,"Chauraha, Dailekh",28.85687725,81.79600458,VDC,Dailekh,Chauratha,"Chauratha, Dailekh"
Rautahat,Chaurahi,"Chaurahi, Rautahat",26.99624839,85.30319944,District,Rautahat,,Rautahat
Dhanusa,Chaurakailpur,"Chaurakailpur, Dhanusa",26.75068732,86.1141413,VDC,Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa"
Dhanusha,Chaurakailpur,"Chaurakailpur, Dhanusha",26.75068732,86.1141413,VDC,Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa"
Dailekh,Chauratha,"Chauratha, Dailekh",28.85687725,81.79600458,VDC,Dailekh,Chauratha,"Chauratha, Dailekh"
Solukhumbu,Chaurikharka,"Chaurikharka, Solukhumbu",27.73275989,86.73911352,VDC,Solukhumbu,Chaurikharka,"Chaurikharka, Solukhumbu"
Rukum,Chaurjahari,"Chaurjahari, Rukum",28.64213237,82.22599143,VDC,Rukum,Bijayshwari,"Bijayshwari, Rukum"
Rukum,Chaurjahari  Lamichhame,"Chaurjahari Lamichhame, Rukum",28.64213237,82.22599143,VDC,Rukum,Bijayshwari,"Bijayshwari, Rukum"
Rukum,Chaurjhari,"Chaurjhari, Rukum",28.64213237,82.22599143,VDC,Rukum,Bijayshwari,"Bijayshwari, Rukum"
Rukum,Chaurjhari Lamichham,"Chaurjhari Lamichham, Rukum",28.64213237,82.22599143,VDC,Rukum,Bijayshwari,"Bijayshwari, Rukum"
Pyuthan,Chaurpani,"Chaurpani, Pyuthan",28.10642429,82.86642543,District,Pyuthan,,Pyuthan
Sindhupalchok,Chautara,"Chautara, Sindhupalchok",27.77420515,85.72311425,VDC,Sindhupalchok,Choutara,"Choutara, Sindhupalchok"
Sindhupalchok,"Chautara,(Kathmandu)","Chautara,(Kathmandu), Sindhupalchok",27.77420515,85.72311425,VDC,Sindhupalchok,Choutara,"Choutara, Sindhupalchok"
Nuwakot,Chauthe,"Chauthe, Nuwakot",27.78973936,85.19693959,VDC,Nuwakot,Chauthe,"Chauthe, Nuwakot"
Doti,Chawara Chautara,"Chawara Chautara, Doti",29.08367667,81.0703707,VDC,Doti,ChawaraChautara,"ChawaraChautara, Doti"
Doti,Chawarachautara,"Chawarachautara, Doti",29.08367667,81.0703707,VDC,Doti,ChawaraChautara,"ChawaraChautara, Doti"
Rukum,Chebri Daha ,"Chebri Daha, Rukum",28.69613072,82.66329633,District,Rukum,,Rukum
Gulmi,Chehami,"Chehami, Gulmi",28.00175022,83.52142002,VDC,Gulmi,Thulolumpek,"Thulolumpek, Gulmi"
Unknown,Cheksarwa,"Cheksarwa, Unknown",0.0,0.0,'Unknown',Unknown,Unknown,"Unknown, Unknown"
Tamil Nadu,Chennai,"Chennai, Tamil Nadu",13.0839,80.27,City,Tamil Nadu,Chennai,"Chennai, Tamil Nadu"
Rupendehi,Chenuhawa,"Chenuhawa, Rupendehi",27.57579,83.39432,District,Rupandehi,,Rupandehi
Sankhuwasabha,Chepuwa,"Chepuwa, Sankhuwasabha",27.75941659,87.52303174,VDC,Sankhuwasabha,Chepuwa,"Chepuwa, Sankhuwasabha"
Solukhumbu,Cherkam,"Cherkam, Solukhumbu",27.69367583,86.92800948,VDC,Solukhumbu,Chheskam,"Chheskam, Solukhumbu"
Palpa,Cherlung,"Cherlung, Palpa",27.91761695,83.51601411,VDC,Palpa,Boudhagumba,"Boudhagumba, Palpa"
Dhankuta,Chha Nambar Budhabare,"Chha Nambar Budhabare, Dhankuta",26.87272405,87.54602237,VDC,Dhankuta,Budhabare,"Budhabare, Dhankuta"
Palpa,Chhahara,"Chhahara, Palpa",27.86480065,83.35855939,VDC,Palpa,Chhahara,"Chhahara, Palpa"
Gorkha,Chhaikampar,"Chhaikampar, Gorkha",28.57166921,85.094041,VDC,Gorkha,Chhaikampar,"Chhaikampar, Gorkha"
Kathmandu,Chhaimale,"Chhaimale, Kathmandu",27.58760826,85.26417163,VDC,Kathmandu,Chhaimale,"Chhaimale, Kathmandu"
Sunsari,Chhakar Ghhati  ,"Chhakar Ghhati, Sunsari",26.63513884,87.17088054,District,Sunsari,,Sunsari
Bhaktapur,Chhaling,"Chhaling, Bhaktapur",27.70138079,85.45760358,VDC,Bhaktapur,Chhaling,"Chhaling, Bhaktapur"
Lalitpur,Chhampi,"Chhampi, Lalitpur",27.59394622,85.30909656,VDC,Lalitpur,Chhampi,"Chhampi, Lalitpur"
Tanahu,Chhang,"Chhang, Tanahu",27.9942938,84.12532785,VDC,Tanahu,Chhang,"Chhang, Tanahu"
Tanahun,Chhang,"Chhang, Tanahun",27.99429,84.12533,VDC,Tanahu,Chhang,"Chhang, Tanahu"
Syangja,Chhangchhangdi,"Chhangchhangdi, Syangja",28.00510561,83.79096958,VDC,Syangja,Chhangchhangdi,"Chhangchhangdi, Syangja"
Syangza,Chhangchhangdi,"Chhangchhangdi, Syangza",28.00510561,83.79096958,VDC,Syangja,Chhangchhangdi,"Chhangchhangdi, Syangja"
Nuwakot,Chhap,"Chhap, Nuwakot",27.83286232,85.41566122,VDC,Nuwakot,Chhap,"Chhap, Nuwakot"
Gulmi,Chhapahile,"Chhapahile, Gulmi",28.21630869,83.16897993,VDC,Gulmi,Chhapahile,"Chhapahile, Gulmi"
Doti,Chhapali,"Chhapali, Doti",29.40231432,80.92323069,VDC,Doti,Chhapali,"Chhapali, Doti"
Morang,Chhapan Rajghat,"Chhapan Rajghat, Morang",26.60273953,87.62717307,VDC,Morang,Rajghat,"Rajghat, Morang"
Darchula,Chhapari,"Chhapari, Darchula",29.84665478,80.60105123,VDC,Darchula,Chhapari,"Chhapari, Darchula"
Banke ,Chhapdgaudi,"Chhapdgaudi, Banke",28.08927701,81.82533358,District,Banke,,Banke
Parsa,"Chhapkaiya,Birgunj","Chhapkaiya,Birgunj, Parsa",27.01607372,84.88588262,VDC,Parsa,BirgunjN.P.,"BirgunjN.P., Parsa"
Kalikot,Chhapre,"Chhapre, Kalikot",29.16905267,81.7744431,VDC,Kalikot,Chapre,"Chapre, Kalikot"
Syangja,Chhapu,"Chhapu, Syangja",28.02040729,83.81977571,District,Syangja,,Syangja
Syangjahha,Chhapu,"Chhapu, Syangjahha",28.02040729,83.81977571,District,Syangja,,Syangja
Gorkha,Chharapati,"Chharapati, Gorkha",28.31281097,84.8015567,District,Gorkha,,Gorkha
Dolpa,Chharka,"Chharka, Dolpa",29.05590151,83.4672367,VDC,Dolpa,Chharka,"Chharka, Dolpa"
Sunsari,Chhata Bazar,"Chhata Bazar, Sunsari",26.63513884,87.17088054,District,Sunsari,,Sunsari
Bara,Chhata Pipra,"Chhata Pipra, Bara",27.09734869,84.95379818,VDC,Bara,Chhatapipra,"Chhatapipra, Bara"
Bara,Chhatapipra,"Chhatapipra, Bara",27.09734869,84.95379818,VDC,Bara,Chhatapipra,"Chhatapipra, Bara"
Bajura,Chhatara,"Chhatara, Bajura",29.30575369,81.35806421,VDC,Bajura,Chhatara,"Chhatara, Bajura"
Sarlahi,Chhataul,"Chhataul, Sarlahi",26.86924439,85.38291511,VDC,Sarlahi,Chhataul,"Chhataul, Sarlahi"
Bara,Chhatawa,"Chhatawa, Bara",26.97375854,84.92453173,VDC,Bara,Chhatawa,"Chhatawa, Bara"
Terhathum,Chhate Dhunga,"Chhate Dhunga, Terhathum",27.21385524,87.71559377,VDC,Terhathum,Chhatedhunga,"Chhatedhunga, Terhathum"
Terhathum,Chhatedhunga,"Chhatedhunga, Terhathum",27.21385524,87.71559377,VDC,Terhathum,Chhatedhunga,"Chhatedhunga, Terhathum"
Dailekh,Chhatikot,"Chhatikot, Dailekh",28.87759019,81.68770837,District,Dailekh,,Dailekh
Bara,Chhativan,"Chhativan, Bara",26.97375854,84.92453173,VDC,Bara,Chhatawa,"Chhatawa, Bara"
Makwanpur,Chhativan,"Chhativan, Makwanpur",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Sindhupalchowk,Chhativan,"Chhativan, Sindhupalchowk",27.90146641,85.74771405,District,Sindhupalchok,,Sindhupalchok
BaraMakwanpur,Chhatiwan,"Chhatiwan, BaraMakwanpur",27.10184285,85.06667961,District,Bara,,Bara
Doti,Chhatiwan,"Chhatiwan, Doti",29.08324171,80.58166454,VDC,Doti,Chhatiwan,"Chhatiwan, Doti"
Makwanpur,Chhatiwan,"Chhatiwan, Makwanpur",27.45595361,85.09245603,District,Makwanpur,,Makwanpur
Makwanpur,Chhatiwan  Jureli,"Chhatiwan Jureli, Makwanpur",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Sarlahi,Chhatona,"Chhatona, Sarlahi",26.8130727,85.34706216,VDC,Sarlahi,Chhatona,"Chhatona, Sarlahi"
Arghakhanchi,Chhatraganj,"Chhatraganj, Arghakhanchi",28.00721826,83.22602154,VDC,Arghakhanchi,Chhatraganj,"Chhatraganj, Arghakhanchi"
Arghakhanchi,Chhatragunj,"Chhatragunj, Arghakhanchi",28.00721826,83.22602154,VDC,Arghakhanchi,Chhatraganj,"Chhatraganj, Arghakhanchi"
Dhading,Chhatredeurali,"Chhatredeurali, Dhading",27.74276392,85.22086226,VDC,Dhading,ChhatreDyaurali,"ChhatreDyaurali, Dhading"
Dhading,Chhatredyaurali,"Chhatredyaurali, Dhading",27.74276392,85.22086226,VDC,Dhading,ChhatreDyaurali,"ChhatreDyaurali, Dhading"
Kathmandu,Chhauni,"Chhauni, Kathmandu",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Gorkha,Chhaupran,"Chhaupran, Gorkha",28.31281097,84.8015567,District,Gorkha,,Gorkha
Salyan,Chhayachhetra,"Chhayachhetra, Salyan",28.31808881,82.22052338,VDC,Salyan,Chhayachhetra,"Chhayachhetra, Salyan"
Rukum,Chhebridaha,"Chhebridaha, Rukum",28.69613072,82.66329633,District,Rukum,,Rukum
Gorkha,Chhekampar,"Chhekampar, Gorkha",28.57166921,85.094041,VDC,Gorkha,Chhaikampar,"Chhaikampar, Gorkha"
Palpa,Chherlung,"Chherlung, Palpa",27.91761695,83.51601411,VDC,Palpa,Boudhagumba,"Boudhagumba, Palpa"
Solukhumbu,Chheskam,"Chheskam, Solukhumbu",27.69367583,86.92800948,VDC,Solukhumbu,Chheskam,"Chheskam, Solukhumbu"
Dolakha,Chhetrapa,"Chhetrapa, Dolakha",27.6725493,86.13793971,VDC,Dolakha,Chhetrapa,"Chhetrapa, Dolakha"
Kathmandu,Chhetrapati,"Chhetrapati, Kathmandu",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Kathmandu,Chhetrapati Dhalko,"Chhetrapati Dhalko, Kathmandu",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Kathmandu,ChhetrapatiDhalko,"ChhetrapatiDhalko, Kathmandu",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Tanahu,Chhimkeshwori,"Chhimkeshwori, Tanahu",27.8490179,84.49075453,VDC,Tanahu,Chhimkeshwori,"Chhimkeshwori, Tanahu"
Bhojpur,Chhinamakhu,"Chhinamakhu, Bhojpur",27.24057407,86.94478642,VDC,Bhojpur,Chhinamakhu,"Chhinamakhu, Bhojpur"
Surkhet,Chhinchu,"Chhinchu, Surkhet",28.42763604,81.73144441,VDC,Surkhet,Chhinchu,"Chhinchu, Surkhet"
Saptari,Chhinnamasta,"Chhinnamasta, Saptari",26.45006935,86.71860837,VDC,Saptari,Chhinnamasta,"Chhinnamasta, Saptari"
Dhankuta,Chhintang,"Chhintang, Dhankuta",26.94461636,87.19420365,VDC,Dhankuta,Chhintang,"Chhintang, Dhankuta"
Surkhet,Chhinyu,"Chhinyu, Surkhet",28.42763604,81.73144441,VDC,Surkhet,Chhinchu,"Chhinchu, Surkhet"
Nawalparasi,Chhipagada,"Chhipagada, Nawalparasi",27.63221514,83.96993575,District,Nawalparasi,,Nawalparasi
Rupandehi,Chhipagada,"Chhipagada, Rupandehi",27.51422467,83.57597615,VDC,Rupandehi,Chhipagada,"Chhipagada, Rupandehi"
Rupandehi,Chhipagadh,"Chhipagadh, Rupandehi",27.51422467,83.57597615,VDC,Rupandehi,Chhipagada,"Chhipagada, Rupandehi"
Tanahu,Chhipchhipe,"Chhipchhipe, Tanahu",27.8485208,84.37399943,VDC,Tanahu,Chhipchhipe,"Chhipchhipe, Tanahu"
Humla,Chhipra,"Chhipra, Humla",29.92929676,81.82955846,VDC,Humla,Chhipra,"Chhipra, Humla"
Baglung,Chhisti,"Chhisti, Baglung",28.13118123,83.60263285,VDC,Baglung,Chhisti,"Chhisti, Baglung"
Sunsari,Chhitaha,"Chhitaha, Sunsari",26.52904526,87.19078612,VDC,Sunsari,Chhitaha,"Chhitaha, Sunsari"
Khotang,Chhitapokhari,"Chhitapokhari, Khotang",27.11412563,86.86307649,VDC,Khotang,Chhitapokhari,"Chhitapokhari, Khotang"
Solukhumbu,Chhite Gaon,"Chhite Gaon, Solukhumbu",27.70054736,86.72587895,District,Solukhumbu,,Solukhumbu
Dailekh,Chhiudi Pusakot,"Chhiudi Pusakot, Dailekh",28.82344763,81.61388153,VDC,Dailekh,PusakotChiudi,"PusakotChiudi, Dailekh"
Dailekh,Chhiuri,"Chhiuri, Dailekh",28.77988972,81.66514442,VDC,Dailekh,Gauri,"Gauri, Dailekh"
Rukum,Chhiwang,"Chhiwang, Rukum",28.62411269,82.40836302,VDC,Rukum,Chhiwang,"Chhiwang, Rukum"
Gorkha,Chhobag,"Chhobag, Gorkha",28.31281097,84.8015567,District,Gorkha,,Gorkha
Mustang,Chhonhup,"Chhonhup, Mustang",29.25585782,83.920587,VDC,Mustang,Chhonhup,"Chhonhup, Mustang"
Gorkha,Chhoprak,"Chhoprak, Gorkha",28.05003053,84.58849577,VDC,Gorkha,Chhoprak,"Chhoprak, Gorkha"
Gorkha,Chhopran,"Chhopran, Gorkha",28.31281097,84.8015567,District,Gorkha,,Gorkha
Gorkha,Chhoprang,"Chhoprang, Gorkha",28.31281097,84.8015567,District,Gorkha,,Gorkha
Khotang,Chhorambu,"Chhorambu, Khotang",27.09834288,86.76396825,VDC,Khotang,Chhorambu,"Chhorambu, Khotang"
Navalparasi,Chhorma,"Chhorma, Navalparasi",27.62389617,84.03174979,VDC,Nawalparasi,Tamasariya,"Tamasariya, Nawalparasi"
Mustang,Chhoser,"Chhoser, Mustang",29.18825295,84.08413113,VDC,Mustang,Chhoser,"Chhoser, Mustang"
Rupandehi,Chhotaki Ramnagar,"Chhotaki Ramnagar, Rupandehi",27.54193769,83.57591401,VDC,Rupandehi,ChhotakiRamnagar,"ChhotakiRamnagar, Rupandehi"
Rupandehi,Chhotakiramnagar,"Chhotakiramnagar, Rupandehi",27.54193769,83.57591401,VDC,Rupandehi,ChhotakiRamnagar,"ChhotakiRamnagar, Rupandehi"
Jumla,Chhumchaur,"Chhumchaur, Jumla",29.34266297,82.37561691,VDC,Jumla,Chhumchaur,"Chhumchaur, Jumla"
Mustang,Chhusang,"Chhusang, Mustang",28.92062963,83.80202993,VDC,Mustang,Chhusang,"Chhusang, Mustang"
Arghakhanchi,Chidika,"Chidika, Arghakhanchi",27.94862323,83.27989417,VDC,Arghakhanchi,Chidika,"Chidika, Arghakhanchi"
Arghakanchi,Chidika  ,"Chidika, Arghakanchi",27.94862323,83.27989417,VDC,Arghakhanchi,Chidika,"Chidika, Arghakhanchi"
Arghakhanchi,ChidikaSandhikharka,"ChidikaSandhikharka, Arghakhanchi",27.94862323,83.27989417,VDC,Arghakhanchi,Chidika,"Chidika, Arghakhanchi"
Palpa,Chidipani,"Chidipani, Palpa",27.84404695,83.6342605,VDC,Palpa,Chidipani,"Chidipani, Palpa"
Surkhet,Chiinchu ,"Chiinchu, Surkhet",28.42763604,81.73144441,VDC,Surkhet,Chhinchu,"Chhinchu, Surkhet"
Siraha,Chikana,"Chikana, Siraha",26.76715358,86.16080606,VDC,Siraha,Chikana,"Chikana, Siraha"
Dolakha,Chilankha,"Chilankha, Dolakha",27.83168172,86.13098038,VDC,Dolakha,Chilankha,"Chilankha, Dolakha"
Dolkha,Chilankha,"Chilankha, Dolkha",27.83168172,86.13098038,VDC,Dolakha,Chilankha,"Chilankha, Dolakha"
Uaypur,Chilaune,"Chilaune, Uaypur",27.06777156,86.38667343,VDC,Udayapur,Hardeni,"Hardeni, Udayapur"
Udayapur,Chilaune,"Chilaune, Udayapur",26.89137258,86.71083128,District,Udayapur,,Udayapur
Udaypur,Chilaune,"Chilaune, Udaypur",26.86936866,86.9420524,VDC,Udayapur,Chaudandi,"Chaudandi, Udayapur"
Syangja,Chilaunebas,"Chilaunebas, Syangja",28.14845527,83.79078317,VDC,Syangja,Chilaunebas,"Chilaunebas, Syangja"
Rupandehi,Chilhiya,"Chilhiya, Rupandehi",27.5527495,83.44263052,VDC,Rupandehi,Chilhiya,"Chilhiya, Rupandehi"
Rasuwa,Chilime,"Chilime, Rasuwa",28.23805658,85.28287482,VDC,Rasuwa,Chilime,"Chilime, Rasuwa"
Panchthar,Chilingdin,"Chilingdin, Panchthar",27.03129724,87.77313248,VDC,Panchthar,Chilingdin,"Chilingdin, Panchthar"
Kalikot,Chilkhaya,"Chilkhaya, Kalikot",29.08578932,81.86087542,VDC,Kalikot,Chilkhaya,"Chilkhaya, Kalikot"
Sunsari,Chimadi,"Chimadi, Sunsari",26.4989089,87.18643655,VDC,Sunsari,Chimdi,"Chimdi, Sunsari"
Sunsari,Chimdi,"Chimdi, Sunsari",26.4989089,87.18643655,VDC,Sunsari,Chimdi,"Chimdi, Sunsari"
Myagdi,Chimkhola,"Chimkhola, Myagdi",28.52034419,83.55112142,VDC,Myagdi,Chimkhola,"Chimkhola, Myagdi"
Syangja,Chimnebas,"Chimnebas, Syangja",27.95508546,83.91437332,VDC,Syangja,Chinnebas,"Chinnebas, Syangja"
Sunsari,Chimti,"Chimti, Sunsari",26.4989089,87.18643655,VDC,Sunsari,Chimdi,"Chimdi, Sunsari"
Surketh,Chinchu,"Chinchu, Surketh",28.42763604,81.73144441,VDC,Surkhet,Chhinchu,"Chhinchu, Surkhet"
Surkhet,Chinchu,"Chinchu, Surkhet",28.42763604,81.73144441,VDC,Surkhet,Chhinchu,"Chhinchu, Surkhet"
Syangja,Chinnebas,"Chinnebas, Syangja",27.95508546,83.91437332,VDC,Syangja,Chinnebas,"Chinnebas, Syangja"
Syangza,Chinnebas,"Chinnebas, Syangza",27.95508546,83.91437332,VDC,Syangja,Chinnebas,"Chinnebas, Syangja"
Syangza,Chinnevas,"Chinnevas, Syangza",27.95508546,83.91437332,VDC,Syangja,Chinnebas,"Chinnebas, Syangja"
Bahnag,Chinpur,"Chinpur, Bahnag",29.58984327,81.1972541,VDC,Bajhang,Chainpur,"Chainpur, Bajhang"
Nawalparasi,Chipagadi,"Chipagadi, Nawalparasi",27.63221514,83.96993575,District,Nawalparasi,,Nawalparasi
Khotang,Chipring,"Chipring, Khotang",27.0869097,86.84661023,VDC,Khotang,Chipring,"Chipring, Khotang"
Unknown,Chipring,"Chipring, Unknown",0.0,0.0,'Unknown',Unknown,Unknown,"Unknown, Unknown"
Dadeldhura,Chipur,"Chipur, Dadeldhura",29.35353691,80.50045171,VDC,Dadeldhura,Chipur,"Chipur, Dadeldhura"
Ramechhap,Chirchire,"Chirchire, Ramechhap",27.64601688,86.35821477,VDC,Ramechhap,Chuchure,"Chuchure, Ramechhap"
Palpa,Chiripani,"Chiripani, Palpa",27.84404695,83.6342605,VDC,Palpa,Chidipani,"Chidipani, Palpa"
Palpa,Chirtungdhara,"Chirtungdhara, Palpa",27.84957713,83.58790642,VDC,Palpa,Chirtungdhara,"Chirtungdhara, Palpa"
Baitadi,Chisapani,"Chisapani, Baitadi",29.5103579,80.56206416,District,Baitadi,,Baitadi
Banke,Chisapani,"Chisapani, Banke",28.29603024,81.6904341,VDC,Banke,Chisapani,"Chisapani, Banke"
Bardia,Chisapani,"Chisapani, Bardia",28.64766255,81.189487,VDC,Kailali,Baliya,"Baliya, Kailali"
Hetauda,Chisapani,"Chisapani, Hetauda",27.41778831,85.03395469,VDC,Makwanpur,HetaudaN.P.,"HetaudaN.P., Makwanpur"
Ilam,Chisapani,"Chisapani, Ilam",26.82835836,87.90461401,VDC,Ilam,Chisapani,"Chisapani, Ilam"
Khotang,Chisapani,"Chisapani, Khotang",26.98475675,86.89035456,VDC,Khotang,Chisapani,"Chisapani, Khotang"
Navalparasi,Chisapani,"Chisapani, Navalparasi",27.63221514,83.96993575,District,Nawalparasi,,Nawalparasi
Nawalparasi,Chisapani,"Chisapani, Nawalparasi",27.63221514,83.96993575,District,Nawalparasi,,Nawalparasi
Ramechhap,Chisapani,"Chisapani, Ramechhap",27.41486788,86.05622978,VDC,Ramechhap,Chisapani,"Chisapani, Ramechhap"
Surketh,Chisapani,"Chisapani, Surketh",28.63864146,81.58621913,District,Surkhet,,Surkhet
Surkhet,Chisapani,"Chisapani, Surkhet",28.64766255,81.189487,VDC,Kailali,Baliya,"Baliya, Kailali"
Syangja,Chisapani,"Chisapani, Syangja",28.01697374,83.98483648,VDC,Syangja,Chisapani(Magyam),"Chisapani(Magyam), Syangja"
Bardiya,Chisapani,"Chisapani, Bardiya",28.64766255,81.189487,VDC,Kailali,Baliya,"Baliya, Kailali"
Banke,Chisapani Kohalpur,"Chisapani Kohalpur, Banke",28.29603024,81.6904341,VDC,Banke,Chisapani,"Chisapani, Banke"
Syangja,Chisapani(Magyam),"Chisapani(Magyam), Syangja",28.01697374,83.98483648,VDC,Syangja,Chisapani(Magyam),"Chisapani(Magyam), Syangja"
Lamjung,Chisapani.Ghale gaun,"Chisapani.Ghale gaun, Lamjung",28.26887644,84.3052761,VDC,Lamjung,Uttarkanya,"Uttarkanya, Lamjung"
Lamjung,Chisapani.Ghalegaun,"Chisapani.Ghalegaun, Lamjung",28.26887644,84.3052761,VDC,Lamjung,Uttarkanya,"Uttarkanya, Lamjung"
Banke,ChisapaniKohalpur,"ChisapaniKohalpur, Banke",28.29603024,81.6904341,VDC,Banke,Chisapani,"Chisapani, Banke"
Ilam,Chisapni,"Chisapni, Ilam",26.82835836,87.90461401,VDC,Ilam,Chisapani,"Chisapani, Ilam"
Baglung,Chisti,"Chisti, Baglung",28.13118123,83.60263285,VDC,Baglung,Chhisti,"Chhisti, Baglung"
Bhaktapur,Chitapol,"Chitapol, Bhaktapur",27.65303834,85.46959599,VDC,Bhaktapur,Chitapol,"Chitapol, Bhaktapur"
Lamjung,Chiti,"Chiti, Lamjung",28.19717054,84.43458284,VDC,Lamjung,Chiti,"Chiti, Lamjung"
Makwanpur,Chitlang,"Chitlang, Makwanpur",27.64794312,85.17084212,VDC,Makwanpur,Chitlang,"Chitlang, Makwanpur"
Dang,Chitle,"Chitle, Dang",27.95672298,82.41919946,District,Dang,,Dang
Parbat,Chitre,"Chitre, Parbat",28.25104317,83.78972684,VDC,Parbat,Chitre,"Chitre, Parbat"
Ramechhap,Chitre,"Chitre, Ramechhap",27.64601688,86.35821477,VDC,Ramechhap,Chuchure,"Chuchure, Ramechhap"
Syangja,Chitre,"Chitre, Syangja",27.97503138,83.9661333,VDC,Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja"
Syangja,Chitre Bhanjyang,"Chitre Bhanjyang, Syangja",27.97503138,83.9661333,VDC,Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja"
Sayngja,Chitre Vanjyang,"Chitre Vanjyang, Sayngja",27.97503138,83.9661333,VDC,Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja"
Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja",27.97503138,83.9661333,VDC,Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja"
Chitwan,Chitwan,"Chitwan, Chitwan",27.58142656,84.44953193,District,Chitwan,,Chitwan
Makwanpur,Chitwan,"Chitwan, Makwanpur",27.70877507,85.3270541,VDC,Kathmandu,KathmanduN.P.,"KathmanduN.P., Kathmandu"
Chitwan,Chitwan Parsa Unan tole,"Chitwan Parsa Unan tole, Chitwan",27.58142656,84.44953193,District,Chitwan,,Chitwan
Chitawan,Chitwan Patiyani,"Chitwan Patiyani, Chitawan",27.58332082,84.36275267,VDC,Chitawan,Patihani,"Patihani, Chitawan"
Rautahat,Chndranigahpur,"Chndranigahpur, Rautahat",27.15967192,85.34370677,VDC,Rautahat,Chandranigahapur,"Chandranigahapur, Rautahat"
Tanahu,Chok Chisapani,"Chok Chisapani, Tanahu",28.09992641,84.4237089,VDC,Tanahu,ChokChisapani,"ChokChisapani, Tanahu"
Sindhupalchok,Chokati,"Chokati, Sindhupalchok",27.75935445,85.97992576,VDC,Sindhupalchok,Choukati,"Choukati, Sindhupalchok"
Tanahu,Chokchisapani,"Chokchisapani, Tanahu",28.09992641,84.4237089,VDC,Tanahu,ChokChisapani,"ChokChisapani, Tanahu"
Rukum,Chokhawang,"Chokhawang, Rukum",28.57825571,82.50933536,VDC,Rukum,Chokhawang,"Chokhawang, Rukum"
Panchthar,Chokmagu,"Chokmagu, Panchthar",27.11835093,87.74952048,VDC,Panchthar,Chokmagu,"Chokmagu, Panchthar"
Dhanusa,Chora Koilpur,"Chora Koilpur, Dhanusa",26.75068732,86.1141413,VDC,Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa"
Dhanusa,Chorakoilpur,"Chorakoilpur, Dhanusa",26.75068732,86.1141413,VDC,Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa"
Navalparasi,Chormara,"Chormara, Navalparasi",27.62389617,84.03174979,VDC,Nawalparasi,Tamasariya,"Tamasariya, Nawalparasi"
Nawalparasi,Chormara,"Chormara, Nawalparasi",27.62389617,84.03174979,VDC,Nawalparasi,Tamasariya,"Tamasariya, Nawalparasi"
Rupandehi,Chormara,"Chormara, Rupandehi",27.57578838,83.3943234,District,Rupandehi,,Rupandehi
Chitwan,Chormara Sansare ,"Chormara Sansare, Chitwan",27.62389617,84.03174979,VDC,Nawalparasi,Tamasariya,"Tamasariya, Nawalparasi"
Parsa,Chorni,"Chorni, Parsa",27.12263838,84.93621345,VDC,Parsa,Chorni,"Chorni, Parsa"
Kavrepalanchok,Choubas,"Choubas, Kavrepalanchok",27.63054481,85.77810534,VDC,Kavrepalanchok,Choubas,"Choubas, Kavrepalanchok"
Lalitpur,Choughare,"Choughare, Lalitpur",27.528454,85.37533442,VDC,Lalitpur,Choughare,"Choughare, Lalitpur"
Sindhupalchok,Choukati,"Choukati, Sindhupalchok",27.75935445,85.97992576,VDC,Sindhupalchok,Choukati,"Choukati, Sindhupalchok"
Kathmandu,Chouketardahachok,"Chouketardahachok, Kathmandu",27.70970713,85.23080416,VDC,Kathmandu,ChouketarDahachok,"ChouketarDahachok, Kathmandu"
Sindhupalchok,Choutara,"Choutara, Sindhupalchok",27.77420515,85.72311425,VDC,Sindhupalchok,Choutara,"Choutara, Sindhupalchok"
Rupandehi,Chrange,"Chrange, Rupandehi",27.57578838,83.3943234,District,Rupandehi,,Rupandehi
Ramechhap,Chuchure,"Chuchure, Ramechhap",27.64601688,86.35821477,VDC,Ramechhap,Chuchure,"Chuchure, Ramechhap"
