Address 1,Address 2,Canonical Address 1 & 2,latitude,longitude,Level,Lat/Long
Parbat,Chitre,"Chitre, Parbat",28.25104317,83.78972684,VDC,28.2510431727233 - 83.7897268403499VDC
Syangja,Chitrebhanjyang,"Chitrebhanjyang, Syangja",27.97503138,83.9661333,VDC,27.9750313824772 - 83.9661332952146VDC
Chitwan,,Chitwan,27.58143,84.44953,District,27.5814265564862 - 84.4495319287699District
Tanahu,ChokChisapani,"ChokChisapani, Tanahu",28.09992641,84.4237089,VDC,28.0999264068794 - 84.4237088970543VDC
Rukum,Chokhawang,"Chokhawang, Rukum",28.57825571,82.50933536,VDC,28.5782557092915 - 82.509335361329VDC
Panchthar,Chokmagu,"Chokmagu, Panchthar",27.11835093,87.74952048,VDC,27.1183509340029 - 87.7495204821808VDC
Dhanusa,ChoraKoilpur,"ChoraKoilpur, Dhanusa",26.75068732,86.1141413,VDC,26.7506873223672 - 86.1141413044485VDC
Parsa,Chorni,"Chorni, Parsa",27.12263838,84.93621345,VDC,27.1226383751391 - 84.9362134548998VDC
Kavrepalanchok,Choubas,"Choubas, Kavrepalanchok",27.63054481,85.77810534,VDC,27.6305448077081 - 85.7781053382957VDC
Lalitpur,Choughare,"Choughare, Lalitpur",27.528454,85.37533442,VDC,27.5284539992042 - 85.3753344188056VDC
Sindhupalchok,Choukati,"Choukati, Sindhupalchok",27.75935445,85.97992576,VDC,27.7593544522782 - 85.9799257558372VDC
Kathmandu,ChouketarDahachok,"ChouketarDahachok, Kathmandu",27.70970713,85.23080416,VDC,27.7097071266576 - 85.2308041567361VDC
Sindhupalchok,Choutara,"Choutara, Sindhupalchok",27.77420515,85.72311425,VDC,27.7742051541847 - 85.7231142454619VDC
Ramechhap,Chuchure,"Chuchure, Ramechhap",27.64601688,86.35821477,VDC,27.6460168778953 - 86.3582147650713VDC
Terhathum,Chuhandanda,"Chuhandanda, Terhathum",27.17775374,87.69216819,VDC,27.1777537416291 - 87.6921681898807VDC
Pyuthan,Chuja,"Chuja, Pyuthan",28.07563091,82.96610318,VDC,28.0756309071077 - 82.966103184404VDC
Ilam,Chulachuli,"Chulachuli, Ilam",26.71067121,87.75517493,VDC,26.710671205096 - 87.7551749335343VDC
Gorkha,Chumchet,"Chumchet, Gorkha",28.50195168,84.98138693,VDC,28.5019516844328 - 84.9813869289001VDC
Dhankuta,Chungwang,"Chungwang, Dhankuta",27.005759,87.26752511,VDC,27.0057590015568 - 87.2675251069131VDC
Kathmandu,Chunikhel,"Chunikhel, Kathmandu",27.75860881,85.37303536,VDC,27.7586088103414 - 85.3730353561673VDC
Rukum,Chunwang,"Chunwang, Rukum",28.53979301,82.57694023,VDC,28.5397930127219 - 82.5769402302592VDC
Makwanpur,Churiyamai,"Churiyamai, Makwanpur",27.38112758,85.02885947,VDC,27.3811275798721 - 85.0288594655385VDC
Parbat,Chuwa,"Chuwa, Parbat",28.2360682,83.70453725,VDC,28.2360681971607 - 83.7045372490786VDC
Dolakha,Chyama,"Chyama, Dolakha",27.53006956,86.14166792,VDC,27.5300695567338 - 86.1416679192794VDC
Kavrepalanchok,Chyamrangbesi,"Chyamrangbesi, Kavrepalanchok",27.47949018,85.4508928,VDC,27.4794901786923 - 85.4508928017275VDC
Okhaldhunga,Chyanam,"Chyanam, Okhaldhunga",27.28823302,86.42283707,VDC,27.2882330219212 - 86.4228370662546VDC
Khotang,Chyandada,"Chyandada, Khotang",27.20820079,86.89843235,VDC,27.2082007873788 - 86.898432348232VDC
Panchthar,Chyangthapu,"Chyangthapu, Panchthar",27.25163443,87.9839006,VDC,27.2516344301934 - 87.9839005976261VDC
Kavrepalanchok,ChyasingKharka,"ChyasingKharka, Kavrepalanchok",27.50894304,85.53042794,VDC,27.5089430351931 - 85.5304279416453VDC
Khotang,Chyasmitar,"Chyasmitar, Khotang",27.16489142,86.54698645,VDC,27.1648914182205 - 86.54698644872VDC
Gorkha,Chyngli,"Chyngli, Gorkha",27.97428574,84.46596194,VDC,27.9742857405405 - 84.4659619401357VDC
Dhanusa,D.Govindapur,"D.Govindapur, Dhanusa",26.82730203,86.05362003,VDC,26.8273020313661 - 86.0536200339173VDC
Kathmandu,Daanchhi,"Daanchhi, Kathmandu",27.72778894,85.41615831,VDC,27.7277889436233 - 85.4161583148415VDC
Nawalparasi,DadajheriTadi,"DadajheriTadi, Nawalparasi",27.80676485,84.2359314,VDC,27.8067648520886 - 84.2359314026546VDC
Darchula,Dadakot,"Dadakot, Darchula",29.69789921,80.41377083,VDC,29.6978992141191 - 80.4137708349784VDC
Dailekh,DadaParajul,"DadaParajul, Dailekh",28.74391249,81.70304788,VDC,28.7439124929016 - 81.703047880412VDC
Morang,Dadarbairiya,"Dadarbairiya, Morang",26.48846991,87.39875809,VDC,26.4884699079506 - 87.3987580877776VDC
Dadeldhura,,Dadeldhura,29.22752,80.48440,District,29.2275157721211 - 80.484402617488District
Saptari,Dadha,"Dadha, Saptari",26.56203991,86.83579843,VDC,26.5620399123746 - 86.8357984255467VDC
Bhaktapur,Dadhikot,"Dadhikot, Bhaktapur",27.6499315,85.39714445,VDC,27.6499314980631 - 85.3971444454549VDC
Ramechhap,Dadhuwa,"Dadhuwa, Ramechhap",27.52012766,85.99036474,VDC,27.5201276642441 - 85.9903647429514VDC
Sindhuli,Dadiguranshe,"Dadiguranshe, Sindhuli",27.23280697,85.83614114,VDC,27.2328069712909 - 85.8361411357045VDC
Baglung,Dagatundada,"Dagatundada, Baglung",28.23836726,83.61213979,VDC,28.2383672597989 - 83.6121397857522VDC
Myagdi,Dagnam,"Dagnam, Myagdi",28.43248271,83.54117953,VDC,28.4324827106609 - 83.5411795281067VDC
Kalikot,Dah,"Dah, Kalikot",29.14326589,81.68397187,VDC,29.1432658868484 - 81.6839718741974VDC
Jajarkot,Daha,"Daha, Jajarkot",28.93287059,81.98142087,VDC,28.9328705870345 - 81.9814208701244VDC
Bajhang,Dahabagar,"Dahabagar, Bajhang",29.7047964,80.99431522,VDC,29.7047964020339 - 80.9943152195505VDC
Surkhet,Dahachaur,"Dahachaur, Surkhet",28.47722123,81.87032022,VDC,28.4772212268646 - 81.8703202215517VDC
Doti,Dahakalikasthan,"Dahakalikasthan, Doti",29.35676803,80.91241888,VDC,29.3567680280653 - 80.9124188801664VDC
Chitawan,Dahakhani,"Dahakhani, Chitawan",27.77401874,84.54270092,VDC,27.7740187437005 - 84.5427009227908VDC
Bajura,Dahakot,"Dahakot, Bajura",29.59270156,81.46301331,VDC,29.5927015642122 - 81.4630133136131VDC
Bara,Dahiyar,"Dahiyar, Bara",27.01514166,85.06098421,VDC,27.0151416625939 - 85.0609842056459VDC
Kanchanpur,Daijee,"Daijee, Kanchanpur",28.98605971,80.29465454,VDC,28.9860597118546 - 80.2946545355859VDC
Dailekh,,Dailekh,28.87759,81.68771,District,28.8775901943141 - 81.6877083663601District
Morang,Dainiya,"Dainiya, Morang",26.43695848,87.55745555,VDC,26.4369584774882 - 87.5574555466449VDC
Pyuthan,Dakhanwadi,"Dakhanwadi, Pyuthan",28.10520804,82.81486214,VDC,28.1052080372646 - 82.814862144904VDC
Gulmi,Dalamchaur,"Dalamchaur, Gulmi",28.15131356,83.21614178,VDC,28.1513135636857 - 83.2161417805207VDC
Lalitpur,Dalchoki,"Dalchoki, Lalitpur",27.52957246,85.33016094,VDC,27.5295724621093 - 85.3301609448053VDC
Bhojpur,Dalgaun,"Dalgaun, Bhojpur",27.12350829,87.0250672,VDC,27.123508290732 - 87.0250672038199VDC
Salyan,Damachaur,"Damachaur, Salyan",28.398556,82.333426,VDC,28.3985560025397 - 82.3334260010889VDC
Jhapa,DamakN.P.,"DamakN.P., Jhapa",26.66941235,87.68017578,VDC,26.6694123512636 - 87.6801757820649VDC
Makwanpur,Daman,"Daman, Makwanpur",27.60755418,85.08646031,VDC,27.6075541813256 - 85.0864603051509VDC
Khotang,Damarkhushivalaya,"Damarkhushivalaya, Khotang",27.01271833,86.9272017,VDC,27.0127183262996 - 86.9272016996241VDC
Baglung,Damek,"Damek, Baglung",28.19306951,83.56249246,VDC,28.1930695121426 - 83.5624924601316VDC
Mahottari,Damhimarayee,"Damhimarayee, Mahottari",26.69283794,85.81091358,VDC,26.6928379354425 - 85.8109135835118VDC
Pyuthan,Damri,"Damri, Pyuthan",28.23886435,82.88426898,VDC,28.2388643544234 - 82.8842689818479VDC
Myagdi,Dana,"Dana, Myagdi",28.5455096,83.61916125,VDC,28.5455096009035 - 83.619161247323VDC
Ilam,Danabari,"Danabari, Ilam",26.75696314,87.86180173,VDC,26.7569631420013 - 87.8618017304867VDC
Dhankuta,Danda Bazar,"Danda Bazar, Dhankuta",26.87346969,87.39391142,VDC,26.8734696946153 - 87.3939114151888VDC
Humla,Dandafaya,"Dandafaya, Humla",29.99491325,81.78935593,VDC,29.9949132522498 - 81.7893559345885VDC
Jajarkot,Dandagaun,"Dandagaun, Jajarkot",28.77653433,82.25022479,VDC,28.7765343276335 - 82.2502247883155VDC
Dhankuta,Dandagoun,"Dandagoun, Dhankuta",27.16563706,87.34345631,VDC,27.1656370601572 - 87.3434563108034VDC
Khotang,Dandagoun,"Dandagoun, Khotang",27.11213725,86.7896929,VDC,27.1121372511968 - 86.7896928991256VDC
Rasuwa,Dandagoun,"Dandagoun, Rasuwa",28.09781375,85.167611,VDC,28.0978137547254 - 85.1676110025983VDC
Salyan,Dandagoun,"Dandagoun, Salyan",28.39656762,82.21965347,VDC,28.3965676240417 - 82.2196534689096VDC
Surkhet,Dandakhali,"Dandakhali, Surkhet",28.50418861,81.937428,VDC,28.504188610243 - 81.9374279958574VDC
Dolakha,Dandakharka,"Dandakharka, Dolakha",27.52174322,86.02503709,VDC,27.5217432217737 - 86.0250370930093VDC
Makwanpur,Dandakharka,"Dandakharka, Makwanpur",27.65589663,84.91645394,VDC,27.6558966335569 - 84.9164539435765VDC
Dang,,Dang,27.95672,82.41920,District,27.956722981752 - 82.4191994603229District
Bajhang,Dangaji,"Dangaji, Bajhang",29.43089726,80.9519379,VDC,29.4308972639419 - 80.951937902813VDC
Terhathum,Dangapa,"Dangapa, Terhathum",27.09554672,87.43635087,VDC,27.0955467181046 - 87.4363508687543VDC
Jhapa,Dangibari,"Dangibari, Jhapa",26.58658396,87.92729395,VDC,26.5865839594586 - 87.9272939472628VDC
Morang,Dangihat,"Dangihat, Morang",26.63492641,87.44610635,VDC,26.6349264116899 - 87.4461063507599VDC
Morang,Dangraha,"Dangraha, Morang",26.59335687,87.32425603,VDC,26.5933568737172 - 87.3242560309326VDC
Kaski,Dangsing,"Dangsing, Kaski",28.35425244,83.75157483,VDC,28.3542524441323 - 83.7515748279206VDC
Nuwakot,Dangsing,"Dangsing, Nuwakot",27.91065763,85.02917015,VDC,27.9106576286062 - 85.0291701496788VDC
Maharashtra,Dangu Chowk,"Dangu Chowk, Maharashtra",18.615,73.767,City,18.615 - 73.767City
Pyuthan,Dangwang,"Dangwang, Pyuthan",27.95663888,82.97734995,VDC,27.9566388813712 - 82.977349950283VDC
Kailali,Dansinhapur,"Dansinhapur, Kailali",28.43260698,81.04998982,VDC,28.432606984317 - 81.049989817493VDC
Bajhang,Dantola,"Dantola, Bajhang",29.61190184,81.39292297,VDC,29.611901844083 - 81.3929229715606VDC
Kavrepalanchok,DapchaChatraibhanjh,"DapchaChatraibhanjh, Kavrepalanchok",27.53615897,85.61462334,VDC,27.5361589658838 - 85.6146233436677VDC
Kailali,Darakh,"Darakh, Kailali",28.64722759,80.95032235,VDC,28.647227588439 - 80.9503223452835VDC
Kavrepalanchok,DaraunePokhari,"DaraunePokhari, Kavrepalanchok",27.53603469,85.62717498,VDC,27.5360346922277 - 85.627174982936VDC
Gulmi,Darbardevisthan,"Darbardevisthan, Gulmi",28.00510561,83.28523793,VDC,28.0051056072587 - 83.2852379333243VDC
Gorkha,Darbhung,"Darbhung, Gorkha",27.86598125,84.7307891,VDC,27.8659812492305 - 84.7307891013308VDC
Palpa,Darchha,"Darchha, Palpa",27.84019447,83.92195401,VDC,27.8401944655853 - 83.9219540104633VDC
Darchula,,Darchula,29.89066,80.78290,District,29.8906601423599 - 80.7828984704787District
Chitawan,Darechok,"Darechok, Chitawan",27.84765088,84.61347477,VDC,27.8476508849526 - 84.613474769952VDC
West Bengal,Darjeeling,"Darjeeling, West Bengal",27.05,88.2667,City,27.05 - 88.2667City
Dhading,Darkha,"Darkha, Dhading",28.05928892,85.0046261,VDC,28.0592889213277 - 85.0046261025948VDC
Palpa,Darlamdanda,"Darlamdanda, Palpa",27.90028078,83.60729311,VDC,27.9002807783201 - 83.6072931131634VDC
Baglung,Darling,"Darling, Baglung",28.27682996,83.58709864,VDC,28.2768299563686 - 83.5870986440437VDC
Gulmi,Darling,"Darling, Gulmi",28.24861984,83.15586906,VDC,28.248619836429 - 83.1558690573017VDC
Humla,Darma,"Darma, Humla",29.69050493,82.15012236,VDC,29.6905049315799 - 82.1501223583095VDC
Salyan,Darmakot,"Darmakot, Salyan",28.57577024,82.31751897,VDC,28.5757702361691 - 82.3175189731053VDC
Achham,Darna,"Darna, Achham",29.18819081,81.33706196,VDC,29.1881908135364 - 81.3370619631339VDC
Syangja,DarsingDahathum,"DarsingDahathum, Syangja",28.03561479,83.80041437,VDC,28.0356147898365 - 83.8004143747764VDC
Myagdi,Darwang,"Darwang, Myagdi",28.42005535,83.42262246,VDC,28.4200553450487 - 83.4226224601667VDC
Surkhet,Dasarathpur,"Dasarathpur, Surkhet",28.49822347,81.77810917,VDC,28.4982234747492 - 81.7781091687095VDC
Jajarkot,Dasera,"Dasera, Jajarkot",28.74975335,81.99322687,VDC,28.7497533547393 - 81.993226867456VDC
Baitadi,DasharathchandaN.P.,"DasharathchandaN.P., Baitadi",29.57393624,80.40364253,VDC,29.5739362421378 - 80.4036425320045VDC
Darchula,Dattu,"Dattu, Darchula",29.78458009,80.42048161,VDC,29.784580089264 - 80.420481612409VDC
Doti,Daud,"Daud, Doti",29.35254272,80.99586864,VDC,29.3525427237572 - 80.995868640252VDC
Bardiya,Daulatpur,"Daulatpur, Bardiya",28.4695784,81.14114454,VDC,28.4695783970132 - 81.1411445442582VDC
Saptari,Daulatpur,"Daulatpur, Saptari",26.72340925,86.52884249,VDC,26.7234092548485 - 86.5288424949263VDC
Bajhang,Daulichaur,"Daulichaur, Bajhang",29.69578656,81.15599525,VDC,29.6957865619651 - 81.1559952461647VDC
Gulmi,Daungha,"Daungha, Gulmi",27.94054544,83.31462865,VDC,27.9405454429035 - 83.314628652997VDC
Nawalparasi,DawanneDevi,"DawanneDevi, Nawalparasi",27.51931989,83.83477604,VDC,27.5193198854793 - 83.834776040694VDC
Kathmandu,Daxinkali,"Daxinkali, Kathmandu",27.60308033,85.27200087,VDC,27.6030803297053 - 85.2720008737404VDC
Rupandehi,Dayanagar,"Dayanagar, Rupandehi",27.57064491,83.36955761,VDC,27.5706449054575 - 83.3695576090028VDC
Dhanusa,Debadiha,"Debadiha, Dhanusa",26.65872482,85.95140495,VDC,26.6587248168372 - 85.9514049517573VDC
Rautahat,Debahi,"Debahi, Rautahat",26.90863914,85.26224539,VDC,26.9086391392977 - 85.2622453917349VDC
Nawalparasi,Dedgaun,"Dedgaun, Nawalparasi",27.84858294,84.08512532,VDC,27.8485829373735 - 84.085125320951VDC
Baitadi,Dehimandau,"Dehimandau, Baitadi",29.51956652,80.46540654,VDC,29.5195665175846 - 80.4654065390969VDC
Kanchanpur,Dekhatbhuli,"Dekhatbhuli, Kanchanpur",28.80698137,80.40469886,VDC,28.8069813733833 - 80.4046988580815VDC
India,Delhi,"Delhi, India",28.6139,77.209,City,28.6139 - 77.209City
Jumla,Depalgaun,"Depalgaun, Jumla",29.22920112,82.2315216,VDC,29.2292011200565 - 82.2315216030692VDC
Darchula,Dethala,"Dethala, Darchula",29.71032658,80.6205622,VDC,29.7103265797313 - 80.6205621987648VDC
Bardiya,Deudakala,"Deudakala, Bardiya",28.26514823,81.47426008,VDC,28.2651482326931 - 81.4742600794922VDC
Parsa,Deukhana,"Deukhana, Parsa",27.14985431,84.79671628,VDC,27.1498543058298 - 84.7967162759033VDC
Baitadi,Deulek,"Deulek, Baitadi",29.59232874,80.51611019,VDC,29.5923287432438 - 80.5161101907946VDC
Bajhang,Deulek,"Deulek, Bajhang",29.53727551,80.79069283,VDC,29.537275513582 - 80.7906928339953VDC
Bajhang,Deulikot,"Deulikot, Bajhang",29.59375789,80.8149262,VDC,29.5937578902892 - 80.814926196939VDC
Parbat,Deupurkot,"Deupurkot, Parbat",28.28844954,83.74790876,VDC,28.2884495432159 - 83.747908755065VDC
Bhojpur,Deurali,"Deurali, Bhojpur",27.29214764,87.17307713,VDC,27.292147642089 - 87.1730771282607VDC
Gorkha,Deurali,"Deurali, Gorkha",27.9327162,84.5180326,VDC,27.9327162025678 - 84.5180326020506VDC
Kaski,Deurali,"Deurali, Kaski",28.12186071,84.14726215,VDC,28.1218607071849 - 84.1472621490118VDC
Nawalparasi,Deurali,"Deurali, Nawalparasi",27.69870891,84.0491481,VDC,27.6987089080908 - 84.0491480975038VDC
Nuwakot,Deurali,"Deurali, Nuwakot",27.97621198,85.0876409,VDC,27.9762119822104 - 85.087640904884VDC
Palpa,Deurali,"Deurali, Palpa",27.8923894,83.45027335,VDC,27.8923894011564 - 83.4502733486538VDC
Parbat,Deurali,"Deurali, Parbat",28.30883042,83.71708889,VDC,28.3088304228199 - 83.7170888883469VDC
Ramechhap,Deurali,"Deurali, Ramechhap",27.36602833,86.17484899,VDC,27.3660283306533 - 86.1748489854639VDC
Tanahu,Deurali,"Deurali, Tanahu",27.86865313,84.44930927,VDC,27.8686531328371 - 84.4493092702154VDC
Saptari,Deuri,"Deuri, Saptari",26.51773635,86.56879648,VDC,26.5177363539672 - 86.5687964753694VDC
Saptari,Deurimaruwa,"Deurimaruwa, Saptari",26.51810917,86.7880152,VDC,26.5181091749356 - 86.7880152047679VDC
Dhanusa,DeuriParbaha,"DeuriParbaha, Dhanusa",26.7017235,85.99701338,VDC,26.7017235018552 - 85.9970133835539VDC
Solukhumbu,Deusa,"Deusa, Solukhumbu",27.46171905,86.69443714,VDC,27.4617190458669 - 86.6944371417083VDC
Kavrepalanchok,DeuvumiBaluwa,"DeuvumiBaluwa, Kavrepalanchok",27.60904547,85.64494612,VDC,27.6090454651991 - 85.6449461157614VDC
Nawalparasi,Devachuli,"Devachuli, Nawalparasi",27.72567629,84.17578295,VDC,27.7256762914692 - 84.1757829530917VDC
Rupandehi,Devadaha,"Devadaha, Rupandehi",27.67807948,83.56336238,VDC,27.6780794811746 - 83.5633623757244VDC
Nawalparasi,Devagawa,"Devagawa, Nawalparasi",27.49688849,83.70522075,VDC,27.4968884905493 - 83.7052207541873VDC
Tanahu,Devghat,"Devghat, Tanahu",27.79564236,84.42818275,VDC,27.7956423598657 - 84.4281827486747VDC
Lalitpur,Devichour,"Devichour, Lalitpur",27.55653985,85.28156995,VDC,27.5565398454877 - 85.2815699452618VDC
Palpa,Devinagar,"Devinagar, Palpa",27.8016075,83.71528692,VDC,27.8016074953595 - 83.7152869203331VDC
Siraha,Devipur,"Devipur, Siraha",26.76087776,86.28918075,VDC,26.7608777621691 - 86.2891807490958VDC
Achham,Devisthan,"Devisthan, Achham",29.30438668,81.20104445,VDC,29.3043866820101 - 81.2010444465088VDC
Baglung,Devisthan,"Devisthan, Baglung",28.33579781,83.16531386,VDC,28.3357978061983 - 83.1653138551669VDC
Khotang,Devisthan,"Devisthan, Khotang",26.92920643,86.91837827,VDC,26.9292064293858 - 86.9183782700395VDC
Myagdi,Devisthan,"Devisthan, Myagdi",28.44932179,83.34265236,VDC,28.4493217910653 - 83.3426523624525VDC
Kavrepalanchok,Devitar,"Devitar, Kavrepalanchok",27.67167939,85.56062644,VDC,27.6716793878844 - 85.5606264400829VDC
Dhanusa,DevpuraRupetha,"DevpuraRupetha, Dhanusa",26.68606502,85.93344741,VDC,26.6860650211839 - 85.9334474084477VDC
Salyan,Devsthal,"Devsthal, Salyan",28.51810726,82.03927026,VDC,28.5181072597287 - 82.039270257049VDC
Dadeldhura,DewalDibyapur,"DewalDibyapur, Dadeldhura",29.3616147,80.45527824,VDC,29.3616147006541 - 80.455278236123VDC
Sunsari,Dewanganj,"Dewanganj, Sunsari",26.45472961,87.14263008,VDC,26.4547296103135 - 87.1426300825109VDC
Bhojpur,Dewantar,"Dewantar, Bhojpur",26.98345188,87.06377845,VDC,26.9834518802829 - 87.0637784477018VDC
Bara,Dewapur,"Dewapur, Bara",26.91982377,85.12902403,VDC,26.9198237683487 - 85.1290240323725VDC
Dhanusa,Dhabouli,"Dhabouli, Dhanusa",26.7057624,86.10836258,VDC,26.7057623956792 - 86.1083625794388VDC
Bardiya,Dhadhawar,"Dhadhawar, Bardiya",28.28565339,81.42287292,VDC,28.2856533859532 - 81.4228729226859VDC
Dhading,,Dhading,27.93522,84.96175,District,27.9352160425859 - 84.9617533059948District
Jhapa,Dhaijan,"Dhaijan, Jhapa",26.67233278,88.06983583,VDC,26.6723327821825 - 88.0698358308342VDC
Mugu,Dhainakot,"Dhainakot, Mugu",29.5927637,81.85546952,VDC,29.5927637010403 - 81.8554695196452VDC
Parbat,Dhairing,"Dhairing, Parbat",28.31491983,83.6259963,VDC,28.3149198319698 - 83.6259962984097VDC
Salyan,Dhakadam,"Dhakadam, Salyan",28.54563387,82.34013678,VDC,28.5456338745596 - 82.3401367785195VDC
Rupandehi,Dhakadhai,"Dhakadhai, Rupandehi",27.50999936,83.54124166,VDC,27.5099993612702 - 83.5412416649348VDC
Achham,Dhakari,"Dhakari, Achham",28.98655681,81.25796178,VDC,28.9865568064791 - 81.2579617810125VDC
Arghakhanchi,Dhakawang,"Dhakawang, Arghakhanchi",28.04860139,83.00649212,VDC,28.0486013869012 - 83.0064921226435VDC
Achham,Dhaku,"Dhaku, Achham",29.06578126,81.32780358,VDC,29.0657812622566 - 81.3278035757529VDC
Dhanusa,Dhalkebar,"Dhalkebar, Dhanusa",26.93231327,85.96234103,VDC,26.9323132707889 - 85.962341033496VDC
Achham,Dhamali,"Dhamali, Achham",29.00737264,81.37347414,VDC,29.0073726438794 - 81.3734741443775VDC
Rupandehi,Dhamauli,"Dhamauli, Rupandehi",27.53305212,83.32252003,VDC,27.5330521244807 - 83.3225200301608VDC
Mahottari,Dhamaura,"Dhamaura, Mahottari",26.79318891,85.82868472,VDC,26.7931889127607 - 85.8286847163372VDC
Bajhang,Dhamena,"Dhamena, Bajhang",29.71268778,81.23037303,VDC,29.7126877791976 - 81.2303730293535VDC
Mustang,Dhami,"Dhami, Mustang",29.03620413,83.76319441,VDC,29.0362041320996 - 83.763194414768VDC
Lamjung,Dhamilikuwa,"Dhamilikuwa, Lamjung",28.08855537,84.47509605,VDC,28.0885553673443 - 84.4750960538606VDC
Gulmi,Dhamir,"Dhamir, Gulmi",28.18424608,83.15487487,VDC,28.184246082558 - 83.1548748680527VDC
Baglung,Dhamja,"Dhamja, Baglung",28.30472939,83.56597212,VDC,28.3047293921679 - 83.565972122503VDC
Kaski,Dhampus,"Dhampus, Kaski",28.31144017,83.85248504,VDC,28.3114401695984 - 83.8524850366914VDC
Saptari,Dhanagadi,"Dhanagadi, Saptari",26.59957056,86.55978664,VDC,26.5995705565233 - 86.5597866353006VDC
Siraha,Dhanagadi,"Dhanagadi, Siraha",26.76746427,86.40668149,VDC,26.7674642659436 - 86.4066814909588VDC
Sarlahi,DhanakaulPachhiyati,"DhanakaulPachhiyati, Sarlahi",26.91404504,85.66967657,VDC,26.914045043339 - 85.6696765733296VDC
Sarlahi,DhanakaulPurba,"DhanakaulPurba, Sarlahi",26.89894579,85.43883826,VDC,26.8989457941202 - 85.4388382570837VDC
Dhanusa,Dhanauji,"Dhanauji, Dhanusa",26.67363766,85.98439961,VDC,26.6736376555718 - 85.9843996074575VDC
Dang,Dhanauri,"Dhanauri, Dang",28.13236183,82.15540399,VDC,28.1323618311272 - 82.1554039886947VDC
Arghakhanchi,Dhanchaur,"Dhanchaur, Arghakhanchi",27.92867731,83.05085782,VDC,27.9286773087439 - 83.0508578178789VDC
Sarlahi,Dhangada,"Dhangada, Sarlahi",26.91640624,85.46953385,VDC,26.9164062428053 - 85.4695338501457VDC
Kailali,DhangadhiN.P.,"DhangadhiN.P., Kailali",28.69563218,80.6080727,VDC,28.6956321774984 - 80.6080726963245VDC
Doti,Dhanglagau,"Dhanglagau, Doti",28.981648,80.93702506,VDC,28.9816479970623 - 80.9370250640785VDC
Salyan,Dhanjaripipal,"Dhanjaripipal, Salyan",28.4785261,82.06008609,VDC,28.4785261002539 - 82.0600860944494VDC
Kapilbastu,Dhankauli,"Dhankauli, Kapilbastu",27.5805868,83.03053908,VDC,27.5805867979472 - 83.0305390751031VDC
Dhankuta,,Dhankuta,26.97001,87.34383,District,26.970006210097 - 87.3438277711904District
Dhankuta,DhankutaN.P.,"DhankutaN.P., Dhankuta",26.99128112,87.34171648,VDC,26.9912811206186 - 87.3417164796177VDC
Dhanusa,,Dhanusa,26.82302,86.04543,District,26.8230232290978 - 86.0454342210132District
Dhanusa,Dhanusadham,"Dhanusadham, Dhanusa",26.83892162,86.07238536,VDC,26.8389216182135 - 86.0723853559916VDC
Salyan,Dhanwang,"Dhanwang, Salyan",28.24159837,82.32851719,VDC,28.2415983748581 - 82.3285171916721VDC
Darchula,Dhap,"Dhap, Darchula",29.77911205,80.50815668,VDC,29.7791120483946 - 80.5081566768028VDC
Jumla,Dhapa,"Dhapa, Jumla",29.36391376,81.96992556,VDC,29.3639137632923 - 81.9699255569332VDC
Lalitpur,Dhapakhel,"Dhapakhel, Lalitpur",27.63470798,85.33550471,VDC,27.6347079751882 - 85.3355047120186VDC
Kathmandu,Dhapasi,"Dhapasi, Kathmandu",27.74674068,85.33233573,VDC,27.7467406761818 - 85.3323357337875VDC
Syangja,DhapukSimalBhanjyan,"DhapukSimalBhanjyan, Syangja",28.05667917,83.73933387,VDC,28.0566791745491 - 83.7393338727926VDC
Myagdi,Dhar,"Dhar, Myagdi",28.43857212,83.6972051,VDC,28.4385721198108 - 83.6972051033674VDC
Pyuthan,Dharampani,"Dharampani, Pyuthan",28.06581329,82.90750816,VDC,28.0658132882741 - 82.9075081555427VDC
Tanahu,Dharampani,"Dharampani, Tanahu",27.87666878,84.39674151,VDC,27.876668783657 - 84.3967415136759VDC
Jhapa,Dharampur,"Dharampur, Jhapa",26.60789689,87.79456968,VDC,26.6078968914834 - 87.7945696825249VDC
Saptari,Dharampur,"Dharampur, Saptari",26.65338105,86.87643591,VDC,26.6533810496239 - 86.8764359110984VDC
Sunsari,DharanN.P.,"DharanN.P., Sunsari",26.78231497,87.27591358,VDC,26.7823149678501 - 87.2759135787013VDC
Arghakhanchi,Dharapani,"Dharapani, Arghakhanchi",28.01846503,83.04079165,VDC,28.0184650252917 - 83.0407916517331VDC
Manang,Dharapani,"Dharapani, Manang",28.50294587,84.42196907,VDC,28.5029458736818 - 84.4219690658686VDC
Surkhet,Dharapani,"Dharapani, Surkhet",28.41427662,81.96234486,VDC,28.4142766200391 - 81.9623448639098VDC
Rautahat,Dharhari,"Dharhari, Rautahat",26.93467447,85.28343405,VDC,26.9346744702552 - 85.2834340501036VDC
Darchula,Dhari,"Dhari, Darchula",29.87262797,80.62435255,VDC,29.8726279746261 - 80.6243525452765VDC
Bara,Dharmanagar,"Dharmanagar, Bara",26.98289265,84.98088983,VDC,26.9828926488304 - 84.9808898342756VDC
Mahottari,Dharmapur,"Dharmapur, Mahottari",26.81916211,85.8745417,VDC,26.8191621068902 - 85.874541695446VDC
Rautahat,Dharmapur,"Dharmapur, Rautahat",26.91180812,85.35830893,VDC,26.9118081175288 - 85.3583089279169VDC
